Member,First Name,Last Name,Chamber,Party,State / District,Link,URL,Deadline,Comment,Submitted,Past Caucus Signatory,Caucus,Appropriator,Authorizer,NASA Center,Priority Ranking
Jerry Nadler,Jerry,Nadler,House,Democrat,NY-12,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmK1ZoXc0MZhAnJVNIn0AzmBUQjRLNjRaRTEzV01FWUpYR1hCQjlIWDZGTS4u,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmK1ZoXc0MZhAnJVNIn0AzmBUQjRLNjRaRTEzV01FWUpYR1hCQjlIWDZGTS4u,3/6/2026,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Adriano Espaillat,Adriano,Espaillat,House,Democrat,NY-13,link,https://docs.google.com/forms/d/e/1FAIpQLScUgZBW9c83iAUH6VB7FS2aCAlH-rOFQSNgsYqGoyd72PTprQ/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Alexandria Ocasio-Cortez,Alexandria,Ocasio-Cortez,House,Democrat,NY-14,https://airtable.com/appbrvcFewo8InTtC/shr8GbLxNk3zaGDnl,https://airtable.com/appbrvcFewo8InTtC/shr8GbLxNk3zaGDnl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ritchie Torres,Ritchie,Torres,House,Democrat,NY-15,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
George Latimer,George,Latimer,House,Democrat,NY-16,https://docs.google.com/forms/d/e/1FAIpQLSeMjftJEWvDSqbz55O3HMlsh7Nl5a2WJSr0oJjDvhszp9v_-Q/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeMjftJEWvDSqbz55O3HMlsh7Nl5a2WJSr0oJjDvhszp9v_-Q/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Pat Ryan,Pat,Ryan,House,Democrat,NY-18,docs.google.com/forms/d/e/1FAIpQLSf68Ju8J3HGj6bG-R6m9riWE2aaG8MMMke85LIXO7G25SIKgg/viewform,docs.google.com/forms/d/e/1FAIpQLSf68Ju8J3HGj6bG-R6m9riWE2aaG8MMMke85LIXO7G25SIKgg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Andrew Garbarino,Andrew,Garbarino,House,Republican,NY-2,link,https://docs.google.com/forms/d/e/1FAIpQLScUEUmN-LrIT-VDhvkQV9WY7-aJcizoveo00uVR2FjeFFGU9Q/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Paul Tonko,Paul,Tonko,House,Democrat,NY-20,,mailto:Emily.Silverberg@mail.house.gov,TBD,Email Emily.Silverberg@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Elise Stefanik,Elise,Stefanik,House,Republican,NY-21,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Mannion,John,Mannion,House,Democrat,NY-22,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmGfgRCp_iotIhTk2pstmz7hUOTVaWDZHTlRaQ0sxMUJMOVdYR0QxNzhVSi4u,2/28/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nick Langworthy,Nick,Langworthy,House,Republican,NY-23,https://docs.google.com/forms/d/e/1FAIpQLSdatFFH0tkURccjjn84Wtxy0_Tl0ZrmIygdTCRa3tov4V5Dfw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSdatFFH0tkURccjjn84Wtxy0_Tl0ZrmIygdTCRa3tov4V5Dfw/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tim Kennedy,Tim,Kennedy,House,Democrat,NY-26,link,https://docs.google.com/forms/d/e/1FAIpQLSfperup1glsyGKky41ZW8UKXsQgHoHoEfbdXfOOyRhGfh8ZUQ/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tom Suozzi,Tom,Suozzi,House,Democrat,NY-3,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmKofPhrb019Bj5xPYGXZdENUNDFPQ0hRREs2UExEVlNMNUlYR1A5OVA4QS4u,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmKofPhrb019Bj5xPYGXZdENUNDFPQ0hRREs2UExEVlNMNUlYR1A5OVA4QS4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Gregory Meeks,Gregory,Meeks,House,Democrat,NY-5,https://docs.google.com/forms/d/e/1FAIpQLSdf2D2TYsEYHupbM-AiEFNN_uOsHkvkpyaOx-5idQenC7s_4Q/viewform,https://docs.google.com/forms/d/e/1FAIpQLSdf2D2TYsEYHupbM-AiEFNN_uOsHkvkpyaOx-5idQenC7s_4Q/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nydia Velázquez,Nydia,Velázquez,House,Democrat,NY-7,https://docs.google.com/forms/d/e/1FAIpQLScPGUCCVn23vnYxx81fy2ajFgBnbVK-Bu7M8lh0VeG_9vfurg/viewform,https://docs.google.com/forms/d/e/1FAIpQLScPGUCCVn23vnYxx81fy2ajFgBnbVK-Bu7M8lh0VeG_9vfurg/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Hakeem Jeffries,Hakeem,Jeffries,House,Democrat,NY-8,https://docs.google.com/forms/d/e/1FAIpQLSdwba7gpHCmsgG7AuI-9d16EJjZyc6qxNQvQD1awfaNdnhTSw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSdwba7gpHCmsgG7AuI-9d16EJjZyc6qxNQvQD1awfaNdnhTSw/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Yvette Clarke,Yvette,Clarke,House,Democrat,NY-9,https://docs.google.com/forms/d/e/1FAIpQLSehd5oErWuquz42D9Gh_FwGwjW3XxOjFuqxU0MNBuG0EQWwpQ/viewform,https://docs.google.com/forms/d/e/1FAIpQLSehd5oErWuquz42D9Gh_FwGwjW3XxOjFuqxU0MNBuG0EQWwpQ/viewform,3/10/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Greg Landsman,Greg,Landsman,House,Democrat,OH-1,,,,Sign up: https://docs.google.com/forms/d/e/1FAIpQLSdXEh9z2_q27vD3vW9ENlQKpS-bzEM3Jcy4dptlxObCdptyng/viewform,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Turner,Mike,Turner,House,Republican,OH-10,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Troy Balderson,Troy,Balderson,House,Republican,OH-12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dave Joyce,Dave,Joyce,House,Republican,OH-14,link,https://joyce.house.gov/appropriations-requests,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Carey,Mike,Carey,House,Republican,OH-15,https://docs.google.com/forms/d/e/1FAIpQLSelgnXMidPkvCyzr_Que27fOygu9V7j2lwrZtVSHtE9PB-kvA/viewform,https://docs.google.com/forms/d/e/1FAIpQLSelgnXMidPkvCyzr_Que27fOygu9V7j2lwrZtVSHtE9PB-kvA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dave Taylor,Dave,Taylor,House,Republican,OH-2,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmKyIMymPNwRKjpjnW0zNJidUMFVLV0I0QkdBTko4UTA5TEtFTEQ0VFNOVS4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Joyce Beatty,Joyce,Beatty,House,Democrat,OH-3,link,https://docs.google.com/forms/d/e/1FAIpQLSenSLGRyK6rovf4q0nzp5OL3z0bwDq1Ab_qE_UqcOE5TblVFg/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jim Jordan,Jim,Jordan,House,Republican,OH-4,link,https://docs.google.com/document/d/1MiYKL-W7wbmpFom4eG5iVXadDPsJ53fq/edit,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Bob Latta,Bob,Latta,House,Republican,OH-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Michael Rulli,Michael,Rulli,House,Republican,OH-6,If you are interested in submitting a programmatic or language request please email: rulli_approps@mail.house.gov,,,If you are interested in submitting a programmatic or language request please email: rulli_approps@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Warren Davidson,Warren,Davidson,House,Republican,OH-8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Marcy Kaptur,Marcy,Kaptur,House,Democrat,OH-9,link,https://docs.google.com/document/d/10lC4mDyK1FILHX8-zfpLu3iEWjLAGDs0/edit?usp=sharing&ouid=104379219758129258086&rtpof=true&sd=true,3/20/2026,Email form to margaret.mcinnis@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
James Lankford,James,Lankford,Senate,Republican,OK,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Markwayne Mullin,Markwayne,Mullin,Senate,Republican,OK,link,https://outreach.senate.gov/iqextranet/EForm.aspx?__cid=quorum_mullin-iq&__fid=100008,3/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kevin Hern,Kevin,Hern,House,Republican,OK-1,link,https://docs.google.com/forms/d/e/1FAIpQLSejkbdmVMxa2H5sbOYHIwNOFgN7PfHKlnyMYALyYhi2fY8FJA/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Josh Brecheen,Josh,Brecheen,House,Republican,OK-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Frank Lucas,Frank,Lucas,House,Republican,OK-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tom Cole,Tom,Cole,House,Republican,OK-4,link,https://docs.google.com/forms/d/1p7OUdH5_AfaoTMaSdUgF75mXHove-Gqd-2srXKcw0S0/viewform?edit_requested=true,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Stephanie Bice,Stephanie,Bice,House,Republican,OK-5,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmLd3aWw38u9Bnj2nPmWujShURDRJRkxXSVBIRUJTUktUU1lSSEVGUUFGMC4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ron Wyden,Ron,Wyden,Senate,Democrat,OR,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Cliff Bentz,Cliff,Bentz,House,Republican,OR-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Maxine Dexter,Maxine,Dexter,House,Democrat,OR-3,https://docs.google.com/forms/d/e/1FAIpQLSefMmtyJXpY7jPqPiiUEdANQlTafulrxA9EPuGZpsTxRbJqng/viewform,https://docs.google.com/forms/d/e/1FAIpQLSefMmtyJXpY7jPqPiiUEdANQlTafulrxA9EPuGZpsTxRbJqng/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Val Hoyle,Val,Hoyle,House,Democrat,OR-4,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmCLzbLnMVjNPgLtGXw0Ah49UN1hIWkVGNjhWWTJFN1ZZM004ME00OU8ySC4u&route=shorturl,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmCLzbLnMVjNPgLtGXw0Ah49UN1hIWkVGNjhWWTJFN1ZZM004ME00OU8ySC4u&route=shorturl,3/8/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Janelle Bynum,Janelle,Bynum,House,Democrat,OR-5,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmIrt81emPT9KmkWEa92UVS5UQ01GM0lXV09WUVRORk85N1FWQ1o5T0NROS4u&embed=true,2/26/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dave McCormick,Dave,McCormick,Senate,Republican,PA,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brian Fitzpatrick,Brian,Fitzpatrick,House,Republican,PA-1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Scott Perry,Scott,Perry,House,Republican,PA-10,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lloyd Smucker,Lloyd,Smucker,House,Republican,PA-11,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Summer Lee,Summer,Lee,House,Democrat,PA-12,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmKxZ0_pzRMpPkYD7k12fcUZURFU5R0UzSEcwNzVHU081UUNIV1dHMDVQMCQlQCN0PWcu,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmKxZ0_pzRMpPkYD7k12fcUZURFU5R0UzSEcwNzVHU081UUNIV1dHMDVQMCQlQCN0PWcu,3/8/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Joyce,John,Joyce,House,Republican,PA-13,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Guy Reschenthaler,Guy,Reschenthaler,House,Republican,PA-14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
G.T. Thompson,G.T.,Thompson,House,Republican,PA-15,link,https://docs.google.com/forms/d/e/1FAIpQLSci97I4MT1DF6r7KGZRdkl-zHjGi03rr00fDeNdZLM8Ee2B4w/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Kelly,Mike,Kelly,House,Republican,PA-16,https://kelly.house.gov/services/appropriations,https://kelly.house.gov/services/appropriations,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chris Deluzio,Chris,Deluzio,House,Democrat,PA-17,link,https://deluzio.house.gov/services/appropriations,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brendan Boyle,Brendan,Boyle,House,Democrat,PA-2,https://boyle.house.gov/services/fy27-community-project-funding-appropriations-requests,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmBLCUI-iDpFIo5XxkKv-uLZUMkdBTFdYNktSWVlLOVVBMTFZV0kxWTYzNi4u&route=shorturl,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dwight Evans,Dwight,Evans,House,Democrat,PA-3,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmLmmaRMpAr1DjWu2VKob5SFUOFJQQVFYS1JWSEtQN1NUOUFHUjI1QTA3VC4u&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmLmmaRMpAr1DjWu2VKob5SFUOFJQQVFYS1JWSEtQN1NUOUFHUjI1QTA3VC4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ryan Mackenzie,Ryan,Mackenzie,House,Republican,PA-7,https://mackenzie.house.gov/services/fy27-appropriations-request,https://mackenzie.house.gov/services/fy27-appropriations-request,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rob Bresnahan,Rob,Bresnahan,House,Republican,PA-8,https://docs.google.com/forms/d/e/1FAIpQLSeti8kkZFQUpYlb0mEAcV_ZRrZ4Kt8TgIl0-wRnx5hoztSinA/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeti8kkZFQUpYlb0mEAcV_ZRrZ4Kt8TgIl0-wRnx5hoztSinA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dan Meuser,Dan,Meuser,House,Republican,PA-9,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sheldon Whitehouse,Sheldon,Whitehouse,Senate,Democrat,RI,link,https://oampluspublic.senate.gov/public/login/fd7cf20c-5694-4101-9188-a7e05c6c529f,3/13/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Seth Magaziner,Seth,Magaziner,House,Democrat,RI-2,https://docs.google.com/forms/d/e/1FAIpQLSeKJKYMqHsqKINbMTp5dyFBnCPQ02fxWv8z-BlLDy3UngQxXw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeKJKYMqHsqKINbMTp5dyFBnCPQ02fxWv8z-BlLDy3UngQxXw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tim Scott,Tim,Scott,Senate,Republican,SC,,,N/A,does not accept appropriations requests,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nancy Mace,Nancy,Mace,House,Republican,SC-1,link,https://mace.house.gov/Approps,3/31/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Joe Wilson,Joe,Wilson,House,Republican,SC-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
William Timmons,William,Timmons,House,Republican,SC-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ralph Norman,Ralph,Norman,House,Republican,SC-5,link,https://norman.house.gov/serving-you/appropriations-request.htm,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jim Clyburn,Jim,Clyburn,House,Democrat,SC-6,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Russell Fry,Russell,Fry,House,Republican,SC-7,https://docs.google.com/forms/d/e/1FAIpQLSeKjc8YRiLz6kEw8K-yccpsAO9X39q7WkQSoYy8ZXMLDngH-A/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeKjc8YRiLz6kEw8K-yccpsAO9X39q7WkQSoYy8ZXMLDngH-A/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Rounds,Mike,Rounds,Senate,Republican,SD,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dusty Johnson,Dusty,Johnson,House,Republican,SD-00,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmMCYe2lspJlEqeusPN7AdFdUMllNSFc5NEE4MllOMUc5VUVOWUkzS0k0WS4u,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Diana Harshbarger,Diana,Harshbarger,House,Republican,TN-1,link,https://docs.google.com/forms/d/e/1FAIpQLSd31RoPfNG24xaMx2Gw06RwwdakRAmspTKEfoiBCTUdPrwSTA/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tim Burchett,Tim,Burchett,House,Republican,TN-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Scott DesJarlais,Scott,DesJarlais,House,Republican,TN-4,link,https://docs.google.com/forms/d/e/1FAIpQLSfu5rHJKOkcK-SkaDDeYZ5C5ucC1D77NsOAGOELqPYkPa-1lg/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Andy Ogles,Andy,Ogles,House,Republican,TN-5,link,https://docs.google.com/document/d/1GEtWuD3ClikSafkg2emFAApkFVwvzD3t/edit,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Rose,John,Rose,House,Republican,TN-6,link,https://docs.google.com/forms/d/1ADzMiIRgCSjMcOWVv83qSccOUD4fIAqsdHH_KiFUEiA/viewform?edit_requested=true,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Matt Van Epps,Matt,Van Epps,House,Republican,TN-7,,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmLbf3mw4N2JGk9G7EKICPqBUNkIxMkM1NUNQMFczVVo2NThSMk5LWE9FTiQlQCN0PWcu&origin=lprLink&route=shorturl,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Matt Van Epps,Matt,Van Epps,House,Republican,TN-7,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmLbf3mw4N2JGk9G7EKICPqBUNkIxMkM1NUNQMFczVVo2NThSMk5LWE9FTiQlQCN0PWcu&origin=lprLink&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
David Kustoff,David,Kustoff,House,Republican,TN-8,link,https://docs.google.com/document/d/1Udn77lFbL5Zw0uYqB853lUV1BBhZ78kQ/edit,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Steve Cohen,Steve,Cohen,House,Democrat,TN-9,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nathaniel Moran,Nathaniel,Moran,House,Republican,TX-1,link,https://docs.google.com/forms/d/e/1FAIpQLSdf5okRSRvXK6_JVNqQWeMVnbqIIZe4PKfo5_yzOmuKlEPuig/viewform,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Michael McCaul,Michael,McCaul,House,Republican,TX-10,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
August Pfluger,August,Pfluger,House,Republican,TX-11,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Craig Goldman,Craig,Goldman,House,Republican,TX-12,https://docs.google.com/forms/d/e/1FAIpQLSfUY8Ah5FNmRQUNLVKusVLtK2BEuDeFAZifCYsHg-pK6lOqWQ/viewform,https://docs.google.com/forms/d/e/1FAIpQLSfUY8Ah5FNmRQUNLVKusVLtK2BEuDeFAZifCYsHg-pK6lOqWQ/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ronny Jackson,Ronny,Jackson,House,Republican,TX-13,link,https://docs.google.com/forms/d/e/1FAIpQLSfs0OpjAvdaMl3pQ-2LJOVE3CrUMZNv4gQJGXzhUZyYYQwGpg/viewform,2/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Monica De La Cruz,Monica,De La Cruz,House,Republican,TX-15,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Veronica Escobar,Veronica,Escobar,House,Democrat,TX-16,link,https://docs.google.com/forms/d/e/1FAIpQLSdsR2h6GbyuYFt5lIOUKXwllxHBhuJDcMy5P3HNzcrVToVEeg/viewform,3/20/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Christian Menefee,Christian,Menefee,House,Democrat,TX-18,https://docs.google.com/forms/d/1OuvchLKCGFKm4F1hd6vs1LzT_GMEmWYPKIV79QahBMo/viewform?edit_requested=true,https://docs.google.com/forms/d/1OuvchLKCGFKm4F1hd6vs1LzT_GMEmWYPKIV79QahBMo/viewform?edit_requested=true,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jodey Arrington,Jodey,Arrington,House,Republican,TX-19,link,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmIWEPjG06ZpAivofP4llBL1UOTVZQ0ZMWlVRRkxKRTJPTEQ4NlBIWUE1Ty4u&route=shorturl,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dan Crenshaw,Dan,Crenshaw,House,Republican,TX-2,https://docs.google.com/forms/d/e/1FAIpQLSdAFPCMp5YjUy8UjUl9feYsZwcw5RRwhJydNrFeqFdj4MEpHw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSdAFPCMp5YjUy8UjUl9feYsZwcw5RRwhJydNrFeqFdj4MEpHw/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Joaquin Castro,Joaquin,Castro,House,Democrat,TX-20,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmF-pDStJZ-ZKmlpelOSdH3BUREFESENNUEs3WTlXM0szUDdSVzAwWDUwOC4u&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmF-pDStJZ-ZKmlpelOSdH3BUREFESENNUEs3WTlXM0szUDdSVzAwWDUwOC4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chip Roy,Chip,Roy,House,Republican,TX-21,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Troy Nehls,Troy,Nehls,House,Republican,TX-22,https://nehls.house.gov/services/appropriations-requests-fy-2027,https://nehls.house.gov/services/appropriations-requests-fy-2027,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Beth Van Duyne,Beth,Van Duyne,House,Republican,TX-24,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmHVcY_cjlyxEupqw4rgQ8ZFUMzRYT0hNTjNZWjdaS0k0T1k2TUMyRk81Qy4u&route=shorturl,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Roger Williams,Roger,Williams,House,Republican,TX-25,organizations interested in submitting a Fiscal Year 2027 Appropriations request may email Brooks.Akin@mail.house.gov,,,organizations interested in submitting a Fiscal Year 2027 Appropriations request may email Brooks.Akin@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brandon Gill,Brandon,Gill,House,Republican,TX-26,link,https://docs.google.com/document/d/1h-2IwIDVGBRYcVi2XTW9i9Xu4kXuuEvx/edit,4/1/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Michael Cloud,Michael,Cloud,House,Republican,TX-27,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmNOw_K7TTb9DqnaD-wS4SNFUNEZYUEZRMUhCNTlCQlQzWlhCUEE3S0Q0RS4u,2/26/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Henry Cuellar,Henry,Cuellar,House,Democrat,TX-28,link,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmGj0qho2dBtMtTV67pSZ_jdUQ1JSVTZZSk5GT04xN1ZIS1o0Vlo4UlQxRS4u&origin=lprLink&route=shorturl,3/3/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sylvia Garcia,Sylvia,Garcia,House,Democrat,TX-29,https://docs.google.com/forms/d/1GS_W-HJaq8PMhVOUBaNETPZJvQdHiBkKPw1ocZ936Ng/viewform?ts=699ccbde&edit_requested=true,https://docs.google.com/forms/d/1GS_W-HJaq8PMhVOUBaNETPZJvQdHiBkKPw1ocZ936Ng/viewform?ts=699ccbde&edit_requested=true,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jasmine Crockett,Jasmine,Crockett,House,Democrat,TX-30,https://docs.google.com/forms/d/e/1FAIpQLSemo7rcbMiHSlouWH7ENiXAgY4lVqHar93n2pIvLHGQBx99KA/viewform,https://docs.google.com/forms/d/e/1FAIpQLSemo7rcbMiHSlouWH7ENiXAgY4lVqHar93n2pIvLHGQBx99KA/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Julie Johnson,Julie,Johnson,House,Democrat,TX-32,link,https://docs.google.com/forms/d/e/1FAIpQLScGCT8cn4g3lsrJ4cwao4fxeHApPm88NJP8ZXbWu9iBIw3eJA/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
